Wavelength(nm)	PFD(umol m-2 s-1)
380	0.000702
381	0.000706
382	0.000682
383	0.000654
384	0.000664
385	0.000670
386	0.000658
387	0.000638
388	0.000591
389	0.000568
390	0.000588
391	0.000589
392	0.000572
393	0.000556
394	0.000540
395	0.000544
396	0.000555
397	0.000532
398	0.000502
399	0.000515
400	0.000527
401	0.000510
402	0.000503
403	0.000536
404	0.000558
405	0.000555
406	0.000564
407	0.000585
408	0.000593
409	0.000591
410	0.000584
411	0.000574
412	0.000568
413	0.000562
414	0.000557
415	0.000551
416	0.000550
417	0.000542
418	0.000509
419	0.000492
420	0.000512
421	0.000517
422	0.000505
423	0.000500
424	0.000499
425	0.000498
426	0.000497
427	0.000473
428	0.000445
429	0.000459
430	0.000472
431	0.000460
432	0.000451
433	0.000454
434	0.000465
435	0.000490
436	0.000473
437	0.000415
438	0.000405
439	0.000423
440	0.000431
441	0.000437
442	0.000446
443	0.000456
444	0.000453
445	0.000454
446	0.000470
447	0.000480
448	0.000474
449	0.000461
450	0.000440
451	0.000426
452	0.000416
453	0.000413
454	0.000411
455	0.000411
456	0.000413
457	0.000440
458	0.000462
459	0.000464
460	0.000474
461	0.000501
462	0.000492
463	0.000439
464	0.000423
465	0.000431
466	0.000449
467	0.000470
468	0.000475
469	0.000477
470	0.000451
471	0.000435
472	0.000456
473	0.000462
474	0.000440
475	0.000439
476	0.000457
477	0.000474
478	0.000492
479	0.000476
480	0.000452
481	0.000454
482	0.000454
483	0.000447
484	0.000435
485	0.000413
486	0.000423
487	0.000469
488	0.000456
489	0.000410
490	0.000404
491	0.000408
492	0.000407
493	0.000409
494	0.000432
495	0.000444
496	0.000430
497	0.000416
498	0.000401
499	0.000408
500	0.000427
501	0.000402
502	0.000367
503	0.000377
504	0.000391
505	0.000422
506	0.000432
507	0.000404
508	0.000407
509	0.000439
510	0.000441
511	0.000432
512	0.000427
513	0.000425
514	0.000450
515	0.000462
516	0.000436
517	0.000430
518	0.000449
519	0.000451
520	0.000442
521	0.000425
522	0.000407
523	0.000435
524	0.000451
525	0.000422
526	0.000417
527	0.000446
528	0.000440
529	0.000410
530	0.000411
531	0.000421
532	0.000419
533	0.000418
534	0.000419
535	0.000421
536	0.000423
537	0.000438
538	0.000460
539	0.000448
540	0.000429
541	0.000430
542	0.000429
543	0.000415
544	0.000408
545	0.000410
546	0.000434
547	0.000472
548	0.000479
549	0.000481
550	0.000484
551	0.000480
552	0.000462
553	0.000454
554	0.000455
